RecipeID,Recipe_Name,Ingredients,Cooking_Method,Total_Calories_per_Serving,Total_Protein_g,Total_Fat_g,Total_Carbs_g,Total_Fiber_g,Total_Vit_A_IU,Total_Vit_C_mg,Total_Vit_D_ug,Total_Vit_E_mg,Total_Iron_mg,Total_Calcium_mg,Total_Potassium_mg,Dosha_Suitability,Linked_FoodIDs
R00358,Recipe_358_Curry,"F004264:20,F004059:15,F009135:20,F009846:15",Grilled,195.4,9.69,9.32,18.03,3.7,271.78,33.43,2.58,4.42,7.74,142.26,342.81,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,"F004264,F004059,F009135,F009846"
R00359,Recipe_359_Wrap,"F007417:25,F006542:100,F008075:20,F003151:100,F007188:40",Pressure Cooked,897.5,20.42,80.42,59.86,9.08,643.12,133.54,12.34,18.76,35.19,166.2,1417.84,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F007417,F006542,F008075,F003151,F007188"
R00360,Recipe_360_Wrap,"F006112:20,F000375:20",Roasted,25.9,0.96,0.32,4.24,1.14,225.7,18.02,0.88,2.28,4.17,148.86,219.88,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F006112,F000375"
R00361,Recipe_361_Wrap,"F005084:30,F004608:60,F006328:5,F006279:20",Fried,175.2,14.08,6.22,30.16,5.74,932.55,20.2,6.04,6.76,10.67,111.56,655.05,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F005084,F004608,F006328,F006279"
R00362,Recipe_362_Curry,"F003338:50,F002386:30,F001278:100,F004877:10",Steamed,776.8,29.54,62.47,29.22,14.22,1583.65,105.31,5.07,4.7,17.74,391.95,614.1,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,"F003338,F002386,F001278,F004877"
R00363,Recipe_363_Stew,"F008042:15,F005708:50,F005939:10,F006273:50,F004640:25,F006630:30",Raw,408.8,15.72,7.3,50.41,19.7,663.04,57.17,7.63,7.99,10.84,232.87,600.75,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F008042,F005708,F005939,F006273,F004640,F006630"
R00364,Recipe_364_Chutney,"F004376:25,F005211:25,F000073:75,F003972:10,F002029:30",Grilled,521.2,4.28,54.09,38.6,0.66,1019.74,44.59,9.88,11.43,20.44,208.95,834.43,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F004376,F005211,F000073,F003972,F002029"
R00365,Recipe_365_Kheer,"F005947:20,F003266:15,F003702:40,F004929:75,F004819:75,F004621:50",Baked,712.0,34.9,64.68,31.52,12.5,1805.86,144.15,16.72,12.13,14.29,697.13,990.62,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F005947,F003266,F003702,F004929,F004819,F004621"
R00366,Recipe_366_Wrap,"F002852:10,F009477:100,F003556:15,F001346:40,F001415:5,F003533:60",Baked,1007.1,10.16,108.62,34.07,8.76,908.7,72.86,16.9,13.66,9.71,552.79,241.56,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F002852,F009477,F003556,F001346,F001415,F003533"
R00367,Recipe_367_Pulao,"F005373:40,F002241:5,F005111:50",Slow Cooked,155.3,12.74,1.0,28.84,7.32,498.08,15.66,5.01,2.94,12.16,302.13,366.37,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,"F005373,F002241,F005111"
R00368,Recipe_368_Raita,"F003524:15,F007054:10,F006331:40,F009818:30,F006627:40,F006815:75",Grilled,980.9,19.0,77.94,50.93,6.59,1028.35,117.5,8.01,7.84,17.48,398.32,998.4,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,"F003524,F007054,F006331,F009818,F006627,F006815"
R00369,Recipe_369_Raita,"F007515:40,F001119:60,F002752:15,F003501:20,F000310:75",Boiled,735.3,38.72,48.56,53.71,8.86,2168.95,138.69,5.18,9.64,24.85,634.9,856.13,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F007515,F001119,F002752,F003501,F000310"
R00370,Recipe_370_Stew,"F008531:40,F003953:60,F008321:10,F005347:25",Raw,455.4,18.79,25.7,57.29,6.1,1531.75,85.46,6.59,3.47,10.5,352.54,361.81,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F008531,F003953,F008321,F005347"
R00371,Recipe_371_Dal,"F006066:100,F002308:40,F004969:10,F009570:25,F006183:25,F006537:75,F000771:25,F005641:60",Grilled,1401.6,56.68,83.45,116.63,10.84,2722.5,96.33,9.95,14.91,19.9,581.09,1705.06,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,"F006066,F002308,F004969,F009570,F006183,F006537,F000771,F005641"
R00372,Recipe_372_Curry,"F007928:50,F000068:20",Pressure Cooked,44.8,1.7,1.86,21.56,0.32,212.88,30.84,4.93,5.33,2.53,224.4,305.48,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F007928,F000068"
R00373,Recipe_373_Kheer,"F002053:40,F000956:75,F009246:100,F006130:20,F007950:40,F009134:5,F005179:60",Baked,887.6,32.59,72.26,46.71,10.16,1929.36,122.25,19.45,11.72,29.98,612.65,1084.18,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F002053,F000956,F009246,F006130,F007950,F009134,F005179"
R00374,Recipe_374_Chutney,"F001974:75,F003022:25,F004817:100,F000244:75,F009898:20,F005486:30",Boiled,998.7,56.1,51.66,76.36,17.18,2144.89,144.16,16.57,14.07,12.27,828.39,1691.84,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F001974,F003022,F004817,F000244,F009898,F005486"
R00375,Recipe_375_Raita,"F007317:75,F008154:25,F008679:60,F001663:100,F008665:20",Sauteed,1034.1,16.19,57.2,101.85,11.5,1692.73,71.36,10.77,18.92,29.55,388.69,1629.41,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F007317,F008154,F008679,F001663,F008665"
R00376,Recipe_376_Stirfry,"F001236:20,F007784:10",Pressure Cooked,42.7,2.34,1.14,12.84,1.03,240.26,7.14,2.28,0.75,1.7,94.82,98.97,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F001236,F007784"
R00377,Recipe_377_Pulao,"F007017:40,F005632:10,F008571:5,F003140:75,F003503:100",Slow Cooked,599.1,26.0,15.15,53.95,17.35,1662.83,87.37,8.77,17.73,17.89,337.66,675.08,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,"F007017,F005632,F008571,F003140,F003503"
R00378,Recipe_378_Wrap,"F001245:40,F003979:30,F004086:60,F005146:75,F006810:100,F001645:100,F007330:10",Slow Cooked,1204.3,39.09,63.3,92.3,31.52,2010.31,171.84,15.98,27.74,38.85,548.08,1637.26,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F001245,F003979,F004086,F005146,F006810,F001645,F007330"
R00379,Recipe_379_Wrap,"F009223:30,F003172:40,F001058:50,F002183:50,F002129:15,F000783:10,F008054:20,F007320:25",Roasted,642.2,49.97,47.27,23.76,3.26,1726.97,103.23,14.48,11.53,16.9,243.54,800.53,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F009223,F003172,F001058,F002183,F002129,F000783,F008054,F007320"
R00380,Recipe_380_Pulao,"F002869:50,F008424:5,F007222:50,F003713:100,F008968:15,F000201:15",Fried,766.3,6.18,68.16,55.12,1.54,474.07,151.03,10.55,14.8,13.5,174.0,734.98,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F002869,F008424,F007222,F003713,F008968,F000201"
R00381,Recipe_381_Pulao,"F008400:50,F000522:60,F006274:50,F006831:25",Raw,497.4,26.1,30.06,17.32,8.1,944.32,67.85,7.62,11.69,6.63,473.36,644.74,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F008400,F000522,F006274,F006831"
R00382,Recipe_382_Pulao,"F004595:10,F000065:60",Pressure Cooked,178.1,12.81,11.26,4.32,1.48,223.81,19.69,3.01,2.0,10.17,231.85,311.33,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F004595,F000065"
R00383,Recipe_383_Raita,"F006120:40,F003149:25,F005195:50,F004078:100,F003518:50,F009352:5,F004957:5",Steamed,655.9,30.95,36.28,70.41,17.57,1109.2,91.48,7.02,16.67,25.6,896.54,1053.11,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F006120,F003149,F005195,F004078,F003518,F009352,F004957"
R00384,Recipe_384_Stew,"F001517:40,F008330:50,F005414:15,F000809:20,F000917:40,F006322:5,F007483:25,F005660:60",Fried,630.2,26.04,21.05,79.45,18.48,1592.5,103.39,9.04,6.86,20.56,627.54,806.57,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F001517,F008330,F005414,F000809,F000917,F006322,F007483,F005660"
R00385,Recipe_385_Chutney,"F005364:60,F008260:75,F000431:60,F005210:5,F001564:30",Baked,802.9,34.28,56.5,50.42,23.12,1120.36,150.01,9.13,9.94,24.46,559.38,1057.3,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F005364,F008260,F000431,F005210,F001564"
R00386,Recipe_386_Pulao,"F004781:25,F006970:100,F000636:60,F007690:75,F008850:75",Pressure Cooked,1214.1,31.4,69.24,95.93,48.57,1873.84,191.37,11.86,7.93,27.21,521.34,1438.89,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F004781,F006970,F000636,F007690,F008850"
R00387,Recipe_387_Chutney,"F008986:50,F001595:5,F000270:75,F004458:30,F002807:10,F001463:75,F002273:30",Grilled,490.5,14.24,11.45,117.79,10.94,1555.09,126.8,7.81,17.56,22.56,687.77,1431.09,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F008986,F001595,F000270,F004458,F002807,F001463,F002273"
R00388,Recipe_388_Dal,"F009794:5,F003548:40,F008314:75,F001540:30,F006229:20,F008935:60,F006491:10,F005388:20",Steamed,564.9,20.41,5.06,113.22,12.81,1382.4,123.68,15.13,15.04,19.05,672.51,668.48,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F009794,F003548,F008314,F001540,F006229,F008935,F006491,F005388"
R00389,Recipe_389_Raita,"F005380:20,F001108:10",Steamed,25.3,3.87,3.37,2.17,0.46,57.93,11.96,1.68,1.69,2.59,80.81,153.11,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,"F005380,F001108"
R00390,Recipe_390_Curry,"F003264:50,F007198:75,F002426:50,F004976:25",Boiled,664.4,38.12,41.28,49.9,13.75,196.43,52.47,6.15,13.66,17.4,313.14,402.41,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F003264,F007198,F002426,F004976"
R00391,Recipe_391_Pulao,"F004202:30,F003079:60,F004237:10,F002027:25,F008813:10,F009895:30,F003425:50",Sauteed,522.0,19.92,10.36,71.11,9.01,1489.11,54.44,10.7,8.79,16.96,453.41,1008.35,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F004202,F003079,F004237,F002027,F008813,F009895,F003425"
R00392,Recipe_392_Dal,"F007367:30,F003686:15",Grilled,339.8,3.64,38.62,2.25,1.0,183.03,27.17,1.48,3.19,3.15,9.62,127.07,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,"F007367,F003686"
R00393,Recipe_393_Kheer,"F009155:50,F003075:75,F007826:60,F001906:60",Fermented,778.1,29.78,18.58,147.52,28.13,1103.9,86.27,5.23,7.95,17.55,336.72,986.83,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F009155,F003075,F007826,F001906"
R00394,Recipe_394_Salad,"F009304:25,F002827:60,F008856:10,F008214:15,F000399:25",Steamed,218.2,11.12,18.07,40.55,2.62,1041.69,27.1,5.89,6.52,15.35,315.3,402.83,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F009304,F002827,F008856,F008214,F000399"
R00395,Recipe_395_Chutney,"F009629:15,F004840:50,F000317:30,F003990:60,F008087:75",Steamed,371.9,41.55,11.31,12.56,2.3,1134.11,103.67,14.11,10.45,9.65,672.09,782.51,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F009629,F004840,F000317,F003990,F008087"
R00396,Recipe_396_Kheer,"F003319:10,F003967:20",Baked,79.8,4.38,1.28,15.2,0.4,168.56,12.9,1.91,2.12,1.79,112.15,172.65,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F003319,F003967"
R00397,Recipe_397_Chutney,"F007099:75,F008795:50,F006856:10",Raw,1005.4,7.45,92.21,15.15,5.2,1213.54,60.64,4.19,5.84,12.93,234.33,352.94,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,"F007099,F008795,F006856"
R00398,Recipe_398_Salad,"F004869:60,F002980:25,F007731:5,F006437:30,F007535:15,F003860:50,F008381:30",Grilled,635.8,14.58,30.85,76.3,12.7,1579.21,67.2,7.27,8.82,17.03,378.53,686.41,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F004869,F002980,F007731,F006437,F007535,F003860,F008381"
R00399,Recipe_399_Curry,"F008199:30,F005976:25,F001373:5,F009785:30,F004823:10",Pressure Cooked,377.0,4.68,25.52,33.22,2.6,569.56,35.28,4.89,5.07,6.85,192.23,453.74,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F008199,F005976,F001373,F009785,F004823"
R00400,Recipe_400_Stirfry,"F004582:25,F003663:30,F002333:15",Sauteed,289.0,7.04,28.8,15.14,2.28,460.26,48.46,4.44,4.82,3.29,148.55,58.87,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F004582,F003663,F002333"
R00401,Recipe_401_Dal,"F005928:100,F001738:20,F002480:75,F005726:30",Steamed,1013.5,3.97,92.96,39.8,3.32,1619.02,88.26,14.69,16.87,24.96,474.94,1203.46,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F005928,F001738,F002480,F005726"
R00402,Recipe_402_Stew,"F009892:15,F003837:15,F003162:75,F009652:100",Steamed,590.1,40.15,40.0,40.41,8.93,1069.12,59.7,0.99,6.47,11.02,346.41,1204.8,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,"F009892,F003837,F003162,F009652"
R00403,Recipe_403_Curry,"F008176:10,F003217:50,F002722:20,F001959:60,F009322:50,F002676:50,F008973:5,F001582:5",Fried,1192.7,25.08,86.61,66.53,22.89,1147.29,79.75,11.52,16.13,11.85,649.94,996.56,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F008176,F003217,F002722,F001959,F009322,F002676,F008973,F001582"
R00404,Recipe_404_Kheer,"F001150:40,F001750:50,F009960:20,F006370:15",Grilled,180.9,14.42,12.37,16.66,4.49,655.64,62.03,6.06,7.05,7.27,361.89,397.76,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F001150,F001750,F009960,F006370"
R00405,Recipe_405_Chutney,"F006125:100,F001080:25,F007090:75,F007667:25,F008750:10",Baked,1203.0,28.66,103.96,23.77,2.5,1785.53,92.8,7.75,11.07,12.24,515.85,775.75,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F006125,F001080,F007090,F007667,F008750"
R00406,Recipe_406_Chutney,"F008694:15,F006482:30,F009493:10",Boiled,154.0,4.27,1.86,29.36,3.82,284.0,30.33,2.25,2.78,4.93,133.58,244.46,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F008694,F006482,F009493"
R00407,Recipe_407_Stirfry,"F001174:75,F001239:30,F006005:20,F003404:40,F003284:15,F001986:40,F000058:75,F003621:25",Baked,512.9,22.07,26.65,96.04,23.6,2198.24,178.86,9.96,14.67,25.2,615.37,1256.9,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F001174,F001239,F006005,F003404,F003284,F001986,F000058,F003621"
R00408,Recipe_408_Salad,"F000766:30,F001945:25,F007596:50,F005197:20,F006164:60,F003259:40,F000652:15,F008958:100",Fermented,712.3,38.21,12.39,136.25,22.46,2013.51,175.91,11.63,20.65,18.53,966.01,1552.56,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F000766,F001945,F007596,F005197,F006164,F003259,F000652,F008958"
R00409,Recipe_409_Chutney,"F005576:50,F006218:50,F008590:30,F009913:25,F005256:5,F002196:50,F009383:50,F003576:20",Grilled,598.7,35.68,21.7,74.88,7.82,1809.51,96.37,8.43,12.79,19.32,376.93,1152.61,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F005576,F006218,F008590,F009913,F005256,F002196,F009383,F003576"
R00410,Recipe_410_Chutney,"F004022:15,F007563:25,F001290:75,F002368:15",Raw,268.7,23.56,13.54,13.48,1.0,1202.22,31.53,6.15,4.87,6.27,214.87,456.03,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F004022,F007563,F001290,F002368"
R00411,Recipe_411_Raita,"F000643:50,F004598:10,F004343:40,F007372:75,F002414:30",Sauteed,819.4,17.7,67.84,57.81,8.55,1581.0,64.21,7.35,11.51,13.97,442.3,638.81,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F000643,F004598,F004343,F007372,F002414"
R00412,Recipe_412_Pulao,"F008839:15,F006736:30,F005295:50,F003579:50,F005548:100,F009535:15",Grilled,418.3,19.7,12.15,88.96,14.75,1477.96,105.32,11.6,14.57,12.73,667.82,1064.99,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F008839,F006736,F005295,F003579,F005548,F009535"
R00413,Recipe_413_Dal,"F002005:10,F006380:60,F001840:25",Grilled,136.7,4.22,1.08,29.74,1.59,368.51,23.9,1.96,4.32,7.32,249.29,636.53,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F002005,F006380,F001840"
R00414,Recipe_414_Stirfry,"F002787:30,F001805:5,F007301:10",Slow Cooked,148.6,3.99,3.91,18.22,6.99,206.86,12.4,1.49,2.08,4.17,59.57,151.47,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F002787,F001805,F007301"
R00415,Recipe_415_Stew,"F004687:40,F000892:25,F007191:75,F005777:60,F000478:25,F005060:60,F006880:30,F007201:10",Fried,995.3,46.96,24.61,109.7,36.18,1320.36,92.37,14.95,23.2,24.23,803.97,1419.77,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F004687,F000892,F007191,F005777,F000478,F005060,F006880,F007201"
R00416,Recipe_416_Chutney,"F001321:100,F004524:60",Roasted,213.6,20.26,1.46,39.98,6.06,326.47,69.59,8.9,12.36,17.93,578.64,1013.27,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F001321,F004524"
R00417,Recipe_417_Kheer,"F000457:100,F003025:15,F004982:60",Fried,859.6,1.27,99.26,6.62,3.31,591.19,104.33,11.52,3.95,6.34,582.3,533.46,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,"F000457,F003025,F004982"
R00418,Recipe_418_Pulao,"F004698:50,F005072:20",Grilled,325.9,14.32,26.2,14.68,7.51,644.0,14.32,2.81,1.73,3.56,56.96,131.21,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F004698,F005072"
R00419,Recipe_419_Dal,"F009190:20,F000789:30,F004893:15,F000941:100,F003098:10,F009062:100,F005532:15",Slow Cooked,764.4,42.0,47.57,32.04,13.48,1492.0,109.76,7.97,23.1,28.53,649.62,613.86,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F009190,F000789,F004893,F000941,F003098,F009062,F005532"
R00420,Recipe_420_Chutney,"F001890:30,F007467:100,F005614:10,F002635:30",Fermented,409.4,23.44,11.0,51.26,4.68,570.65,85.47,8.41,8.31,12.99,309.19,842.91,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F001890,F007467,F005614,F002635"
R00421,Recipe_421_Kheer,"F007381:5,F008381:100",Pressure Cooked,315.5,12.7,13.43,30.7,20.0,1036.88,24.79,0.1,3.26,12.37,399.98,68.13,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,"F007381,F008381"
R00422,Recipe_422_Stew,"F001508:60,F001690:30,F008932:15,F000439:50,F006697:100,F003813:15,F005640:50,F003247:20",Boiled,948.0,23.57,58.74,89.08,6.63,2060.32,113.82,16.13,18.65,25.3,686.51,1846.0,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F001508,F001690,F008932,F000439,F006697,F003813,F005640,F003247"
R00423,Recipe_423_Chutney,"F003714:20,F000821:30,F005267:100,F003780:15",Sauteed,581.7,9.72,28.07,58.92,11.04,1366.78,88.73,1.54,8.71,14.37,382.66,574.04,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F003714,F000821,F005267,F003780"
R00424,Recipe_424_Stirfry,"F009216:40,F005030:75",Fried,287.9,16.37,16.44,10.13,0.0,404.07,44.79,3.33,9.35,9.82,312.04,791.88,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F009216,F005030"
R00425,Recipe_425_Chutney,"F002292:100,F008225:100,F001419:75,F007597:100,F009343:100,F009927:30,F000431:15",Grilled,1387.4,16.32,110.34,83.62,38.78,2462.82,156.52,16.95,33.86,29.03,1008.67,1476.96,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F002292,F008225,F001419,F007597,F009343,F009927,F000431"
R00426,Recipe_426_Stirfry,"F009410:15,F008287:10,F005402:10,F006373:60,F006027:50",Slow Cooked,408.2,14.34,13.58,48.79,9.83,836.07,54.89,7.54,7.02,15.55,265.73,597.85,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F009410,F008287,F005402,F006373,F006027"
R00427,Recipe_427_Dal,"F002759:20,F008691:20,F004854:75,F009559:20",Grilled,531.0,21.32,30.65,45.98,9.6,1177.37,85.92,3.98,8.0,10.67,385.05,769.82,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F002759,F008691,F004854,F009559"
R00428,Recipe_428_Wrap,"F002873:15,F005359:15,F007249:75,F004654:20,F005660:100,F009318:75,F005196:30",Slow Cooked,1082.0,34.74,54.12,110.56,21.8,1184.44,134.48,12.38,17.23,26.22,576.03,1375.11,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F002873,F005359,F007249,F004654,F005660,F009318,F005196"
R00429,Recipe_429_Pulao,"F003075:75,F000099:40,F000836:10,F004652:30,F005937:100,F006569:50,F005466:100,F001938:25",Fried,2341.5,62.18,201.44,122.04,24.21,1719.89,186.02,15.23,11.0,31.03,837.74,2052.96,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F003075,F000099,F000836,F004652,F005937,F006569,F005466,F001938"
R00430,Recipe_430_Stirfry,"F007963:30,F002892:25,F002002:60,F007292:5,F005331:100,F009910:100,F006182:10",Grilled,1047.5,57.6,64.19,91.78,41.58,2085.21,120.08,17.42,13.71,17.56,729.65,1830.94,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F007963,F002892,F002002,F007292,F005331,F009910,F006182"
R00431,Recipe_431_Pulao,"F006656:40,F009604:15,F000669:50,F001922:25",Raw,652.9,0.88,70.78,2.51,1.66,795.35,92.79,4.43,8.24,12.04,148.79,554.52,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F006656,F009604,F000669,F001922"
R00432,Recipe_432_Kheer,"F006633:25,F001426:40,F007638:25",Boiled,160.7,6.28,8.58,6.7,0.4,549.03,35.95,4.26,3.74,9.14,132.39,270.19,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,"F006633,F001426,F007638"
R00433,Recipe_433_Kheer,"F002206:75,F007930:25,F002730:10,F002914:40",Slow Cooked,316.5,14.73,23.84,16.41,3.72,999.61,73.85,7.73,8.19,18.91,347.62,208.22,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F002206,F007930,F002730,F002914"
R00434,Recipe_434_Raita,"F001558:5,F001897:30,F000895:60",Boiled,194.8,7.02,16.14,15.93,4.89,817.83,49.44,4.99,2.92,5.74,218.61,287.51,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F001558,F001897,F000895"
R00435,Recipe_435_Stirfry,"F007547:5,F005990:100",Raw,51.6,1.74,3.66,19.11,1.58,1112.69,12.94,4.99,3.76,8.87,45.83,670.09,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F007547,F005990"
R00436,Recipe_436_Curry,"F001200:25,F002068:25,F003828:15",Fermented,223.9,6.27,4.89,40.76,8.48,559.69,27.52,3.78,3.54,3.82,208.04,264.64,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F001200,F002068,F003828"
R00437,Recipe_437_Salad,"F000042:15,F008378:10,F005402:40,F008464:100",Boiled,200.5,27.95,19.82,11.41,1.1,647.32,84.18,10.61,13.6,8.9,503.38,222.44,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F000042,F008378,F005402,F008464"
R00438,Recipe_438_Chutney,"F006318:25,F007534:60",Roasted,383.3,18.8,25.85,15.48,6.48,791.99,10.77,2.15,3.82,8.85,210.18,526.25,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F006318,F007534"
R00439,Recipe_439_Curry,"F008837:40,F002638:40,F001749:5,F003261:100,F001173:25,F009445:75",Grilled,986.1,16.24,97.12,42.18,5.63,1441.71,108.81,5.32,13.49,23.66,419.97,390.47,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F008837,F002638,F001749,F003261,F001173,F009445"
R00440,Recipe_440_Wrap,"F003717:20,F001216:25,F005351:5",Pressure Cooked,164.0,10.18,7.06,10.84,1.06,266.56,6.45,1.97,0.93,3.78,110.19,54.16,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F003717,F001216,F005351"
R00441,Recipe_441_Raita,"F000644:60,F009706:40",Baked,69.0,9.28,5.1,8.22,1.56,727.62,34.67,5.79,2.94,11.8,228.38,306.05,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F000644,F009706"
R00442,Recipe_442_Curry,"F006105:25,F002066:60,F007741:10,F002415:40",Boiled,1067.6,0.09,120.98,0.85,0.16,813.83,74.69,2.59,8.92,15.49,213.73,279.13,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,"F006105,F002066,F007741,F002415"
R00443,Recipe_443_Stirfry,"F000856:75,F005132:25,F007315:30",Slow Cooked,261.4,8.71,21.3,32.38,2.7,460.89,38.52,6.96,5.1,6.11,395.15,920.99,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F000856,F005132,F007315"
R00444,Recipe_444_Kheer,"F007607:25,F005128:75,F008764:100,F001103:50,F003130:50,F006961:10,F000068:20,F002000:60",Steamed,377.9,43.45,26.55,73.45,7.11,2271.64,226.71,17.41,14.43,27.25,451.07,1322.84,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,"F007607,F005128,F008764,F001103,F003130,F006961,F000068,F002000"
R00445,Recipe_445_Pulao,"F008129:40,F003388:60,F005465:75,F004342:15,F008266:60,F000393:20,F002781:15,F003528:25",Pressure Cooked,656.2,37.6,27.57,71.34,16.19,1553.98,160.52,15.4,22.19,20.17,727.28,1459.63,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F008129,F003388,F005465,F004342,F008266,F000393,F002781,F003528"
R00446,Recipe_446_Stew,"F003369:15,F007235:50,F000856:75,F003353:75",Fried,557.9,16.34,53.86,40.48,8.49,772.36,49.45,12.29,12.11,16.32,454.21,1565.91,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,"F003369,F007235,F000856,F003353"
R00447,Recipe_447_Wrap,"F009346:75,F001589:10,F006068:60,F000875:100",Grilled,517.8,28.13,16.14,51.88,10.8,1091.83,175.08,7.51,11.89,22.78,429.36,333.38,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F009346,F001589,F006068,F000875"
