FoodID,Calories_per_100g,Protein_g_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Vit_A_IU_per_100g,Vit_C_mg_per_100g,Vit_D_ug_per_100g,Vit_E_mg_per_100g,Vit_B1_mg_per_100g,Iron_mg_per_100g,Calcium_mg_per_100g,Potassium_mg_per_100g,Polyphenols_mg_per_100g,Phytosterols_mg_per_100g
F000213,275.8,11.7,14.1,59.0,26.2,513.73,26.58,1.09,8.51,1.324,0.64,320.65,304.28,68.87,129.47
F000214,333.3,19.3,1.4,53.0,11.0,629.75,30.65,4.69,9.95,0.736,7.49,340.14,792.47,66.63,89.8
F000215,45.3,1.7,0.7,21.5,1.4,160.47,66.91,1.01,6.07,1.318,9.68,250.76,503.01,17.7,147.66
F000216,126.5,17.7,9.0,0.0,0.0,557.11,20.83,7.79,5.62,0.398,2.03,61.9,461.26,9.81,28.49
F000217,196.8,17.6,10.8,0.0,0.0,258.08,35.43,5.74,2.17,0.847,8.74,74.46,671.91,8.78,36.36
F000218,535.4,21.0,44.7,13.3,9.6,842.96,19.56,4.62,8.95,0.305,8.34,123.22,340.12,146.73,128.92
F000219,103.3,12.8,20.8,8.9,0.0,526.56,14.94,1.39,0.7,0.083,3.7,360.43,380.12,158.1,99.54
F000220,329.4,10.5,13.6,46.4,13.5,1060.05,21.22,4.43,6.07,1.41,13.27,207.45,409.67,170.68,69.86
F000221,434.5,9.5,13.1,55.7,21.5,131.38,5.31,6.68,1.63,0.315,10.92,359.42,695.4,6.85,29.84
F000222,333.1,8.3,7.1,47.8,11.9,1160.9,11.61,0.39,1.51,0.228,3.11,47.23,552.56,210.12,92.07
F000223,343.4,22.6,4.7,57.6,11.5,237.54,49.84,5.84,0.37,0.858,6.47,134.93,433.56,198.1,91.07
F000224,308.4,20.4,1.0,56.6,11.9,180.15,22.94,1.03,8.4,0.887,10.51,146.69,774.46,216.47,167.93
F000225,331.4,8.7,1.6,71.5,2.9,659.63,43.17,3.1,7.63,0.196,12.7,103.74,69.21,222.79,31.23
F000226,844.3,0.0,97.2,0.0,0.0,102.45,34.1,4.73,4.12,0.195,12.9,212.42,756.67,32.11,63.89
F000227,365.7,9.8,2.5,77.1,1.6,77.86,35.42,5.42,9.98,0.558,6.38,68.99,204.42,143.87,21.29
F000228,342.5,7.7,4.8,73.9,1.8,51.15,1.05,0.78,7.27,0.549,1.61,237.1,696.06,32.45,68.54
F000229,367.7,9.0,1.8,73.2,1.2,235.86,1.39,3.48,3.49,1.289,10.15,178.73,565.69,178.85,99.23
F000230,29.2,1.3,1.3,2.3,1.3,319.21,33.18,0.8,9.65,0.94,0.37,27.12,102.02,134.08,97.13
F000231,30.2,0.7,1.0,8.2,4.1,50.76,48.84,4.01,8.08,0.446,12.45,328.68,744.12,118.5,121.22
F000232,21.9,3.2,1.4,10.7,3.9,297.89,66.47,6.1,4.37,0.316,10.33,206.16,476.87,86.73,113.69
F000233,361.0,9.2,1.7,70.7,1.1,190.03,53.23,0.22,8.03,0.942,1.43,372.36,749.85,283.11,159.84
F000234,644.7,28.6,50.2,26.3,11.0,1164.61,74.25,7.15,3.04,0.207,11.37,180.52,705.34,106.82,102.63
F000235,64.0,3.3,4.1,9.0,0.0,226.7,45.07,2.4,4.03,1.147,10.02,373.66,413.61,149.91,163.43
F000236,804.3,0.0,93.5,0.0,0.0,856.06,20.69,6.32,7.9,0.635,5.32,17.61,720.67,192.7,35.41
F000237,128.0,4.4,4.6,35.1,0.0,339.65,48.79,3.07,2.49,0.397,9.18,10.25,367.92,93.72,12.95
F000238,292.2,24.1,19.7,4.1,0.0,480.16,55.74,1.82,0.41,0.654,14.78,158.08,129.56,296.26,105.44
F000239,649.8,27.5,54.3,12.2,6.5,863.66,71.56,2.73,9.81,0.066,3.82,222.52,84.57,99.74,166.01
F000240,49.2,1.6,0.5,22.2,2.9,888.4,71.73,7.45,0.65,0.774,10.5,237.82,462.86,163.99,8.37
F000241,884.0,0.0,96.2,0.0,0.0,1102.94,50.13,7.58,5.46,0.925,8.08,321.91,206.69,292.58,79.17
F000242,27.0,3.0,0.9,42.2,0.0,937.26,79.57,1.97,9.29,1.334,0.67,45.36,384.84,126.74,145.64
F000243,119.9,1.9,0.0,1.2,0.0,787.28,45.79,6.46,2.99,1.457,3.75,18.78,737.2,299.59,136.48
F000244,98.0,2.2,2.7,1.5,0.0,540.75,76.24,6.14,9.65,0.288,7.6,243.44,345.87,72.75,156.45
F000245,114.9,4.2,17.7,7.4,0.0,192.32,14.94,1.4,2.94,1.445,11.97,171.27,706.27,208.18,94.79
F000246,899.3,0.0,90.1,0.0,0.0,1085.32,42.95,0.87,5.89,1.473,7.22,197.81,451.48,58.77,15.83
F000247,209.6,28.8,3.9,0.0,0.0,634.51,18.3,6.08,4.79,0.342,5.19,235.5,314.84,225.77,9.62
F000248,33.3,1.4,0.5,12.5,2.5,782.65,27.08,1.17,1.97,1.32,1.67,377.79,131.79,213.88,89.49
F000249,125.5,17.9,17.2,0.0,0.0,646.68,54.81,6.56,8.98,0.53,0.19,217.16,642.94,20.18,156.81
F000250,80.5,0.6,1.3,17.5,4.9,888.37,41.18,5.72,3.96,0.711,4.3,362.0,675.62,103.6,34.45
F000251,79.3,1.2,0.1,19.4,4.0,960.54,53.56,1.93,5.96,0.221,6.85,200.94,532.25,262.24,147.07
F000252,515.7,26.8,53.6,15.1,6.6,972.27,68.95,7.89,5.4,1.445,10.66,70.01,114.44,61.12,111.35
F000253,85.5,3.6,1.5,11.3,3.6,59.25,46.25,7.39,1.68,0.182,12.24,5.96,191.72,266.69,3.26
F000254,801.1,0.0,90.8,0.0,0.0,354.57,29.81,6.37,2.89,1.376,3.53,221.21,743.56,194.96,128.23
F000255,105.2,18.0,16.1,0.0,0.0,20.28,66.82,3.23,1.82,0.555,12.23,377.38,762.47,176.5,87.51
F000256,898.7,0.0,90.0,0.0,0.0,536.43,25.91,3.19,8.18,1.374,4.03,247.45,43.15,184.55,73.46
F000257,91.8,0.1,1.2,21.7,0.0,666.5,71.82,4.53,4.72,1.493,9.91,194.12,495.35,109.23,74.2
F000258,327.3,24.7,3.1,55.6,11.1,456.17,24.22,0.63,8.55,1.142,14.71,228.66,748.27,282.22,156.79
F000259,347.0,18.7,3.7,58.3,8.9,336.4,48.68,4.74,9.4,0.654,2.66,56.37,754.99,100.28,117.53
F000260,84.6,0.5,0.9,9.5,4.4,440.6,66.44,5.68,0.18,1.101,0.95,159.72,741.02,269.54,82.0
F000261,81.4,14.4,23.7,8.5,0.0,219.32,55.11,5.74,2.4,0.204,6.3,155.79,747.83,277.26,158.97
F000262,446.2,9.6,8.1,42.8,25.0,52.34,29.02,7.58,8.62,0.661,12.31,54.47,44.64,138.71,161.93
F000263,219.6,22.8,10.0,0.0,0.0,666.4,17.07,6.86,3.45,0.893,4.19,188.89,101.3,250.9,17.62
F000264,144.4,15.4,15.7,3.8,0.0,219.81,37.46,2.37,9.71,1.176,10.93,175.14,423.97,264.39,48.39
F000265,43.7,0.8,0.3,21.4,2.5,1177.68,72.62,7.75,2.98,1.373,8.1,132.34,51.93,244.89,185.4
F000266,271.4,8.5,12.0,51.9,23.3,720.11,71.16,0.8,0.83,0.15,11.68,376.56,84.86,295.88,3.82
F000267,204.8,16.2,6.0,0.0,0.0,0.78,6.62,1.08,4.38,0.471,11.91,226.36,698.82,17.86,31.58
F000268,351.7,9.7,1.1,72.3,2.9,590.78,61.2,5.63,8.45,0.696,8.26,372.3,569.55,176.97,73.23
F000269,300.2,20.4,4.8,58.8,8.0,607.78,55.9,6.08,0.64,0.814,9.4,363.94,764.78,297.15,67.36
F000270,11.9,4.8,2.8,28.9,0.0,772.95,31.82,3.43,9.14,1.236,0.88,218.69,576.53,143.25,8.82
F000271,172.4,0.1,2.0,22.9,0.0,910.52,67.72,2.67,0.08,0.241,5.22,4.42,399.65,295.61,62.62
F000272,318.5,24.0,1.3,57.4,5.2,47.8,71.6,3.37,6.77,0.534,0.08,305.72,437.4,274.06,102.09
F000273,845.1,0.0,98.6,0.0,0.0,1032.84,7.02,4.75,5.94,0.635,2.51,18.57,763.07,72.08,134.21
F000274,277.8,5.5,20.2,8.7,0.0,270.78,60.15,0.05,1.89,1.051,2.52,258.81,490.32,198.08,13.51
F000275,149.8,23.3,15.4,0.0,0.0,1056.87,45.52,3.71,9.73,0.251,10.36,152.69,418.24,212.65,150.08
F000276,598.6,29.9,42.8,24.4,8.3,1.46,14.21,1.71,2.95,0.191,13.9,391.75,116.86,283.65,11.83
F000277,63.9,4.5,1.1,4.3,4.2,1174.41,22.16,5.72,1.49,1.279,1.96,175.56,293.75,279.11,139.09
F000278,115.4,21.2,12.0,4.8,0.0,1083.71,7.68,4.3,1.32,0.107,0.34,64.76,482.59,124.71,176.69
F000279,87.5,0.4,0.4,9.9,3.3,961.75,16.24,0.95,4.87,0.752,5.5,222.87,301.17,252.37,168.29
F000280,334.3,10.6,2.0,75.2,1.9,517.78,78.38,5.48,6.05,0.283,3.37,166.73,16.74,194.17,75.39
F000281,826.7,0.0,91.5,0.0,0.0,815.01,68.01,5.09,9.55,0.801,7.39,394.53,760.79,185.31,147.98
F000282,321.9,19.7,2.0,59.5,11.6,41.68,55.16,0.62,7.06,0.549,10.03,199.8,32.11,294.04,53.42
F000283,645.1,18.7,51.3,29.8,6.9,463.99,58.25,6.22,3.82,1.21,6.46,362.38,109.91,53.12,57.11
F000284,618.0,17.4,47.6,16.0,8.1,135.41,73.81,0.11,8.7,0.414,3.59,310.77,474.92,35.6,36.32
F000285,61.7,1.0,0.7,15.2,1.4,1088.95,72.29,0.24,6.46,1.096,7.44,212.33,291.45,50.1,186.38
F000286,168.8,3.3,3.4,2.4,0.0,596.66,51.43,1.31,6.48,1.224,0.38,211.61,639.34,262.59,164.07
F000287,282.0,16.8,9.6,3.2,0.0,527.19,42.96,0.2,9.36,0.488,7.79,393.63,38.73,276.23,96.77
F000288,244.6,7.8,10.6,8.4,0.0,832.95,39.55,1.32,0.35,0.182,5.67,138.35,570.26,155.43,78.15
F000289,134.0,24.2,18.2,0.0,0.0,724.07,13.94,2.3,8.53,1.037,12.42,312.68,185.43,106.21,25.84
F000290,358.2,10.8,4.3,71.6,1.1,16.99,9.97,3.17,3.54,1.268,12.35,221.45,715.43,167.48,112.04
F000291,131.5,29.5,6.7,0.0,0.0,829.02,12.22,7.62,9.2,0.763,9.52,301.75,240.71,299.14,69.22
F000292,276.1,8.3,22.5,8.3,0.0,574.55,63.9,0.53,6.48,0.797,4.07,273.47,398.5,31.36,47.26
F000293,101.7,1.4,2.0,28.5,0.0,864.11,52.55,3.09,3.14,0.415,7.14,144.61,208.63,21.82,34.86
F000294,859.2,0.0,92.1,0.0,0.0,385.25,43.77,2.86,1.85,0.716,0.01,54.84,210.36,130.38,31.66
F000295,157.4,15.5,13.6,3.7,0.0,197.97,39.24,3.87,0.8,0.903,11.56,52.74,525.11,202.49,5.66
F000296,40.6,3.0,3.1,19.1,0.0,370.52,2.47,4.1,7.25,0.867,5.02,93.27,124.34,47.56,117.22
F000297,121.0,29.5,10.9,0.0,0.0,367.4,43.58,6.1,4.96,0.447,6.72,180.06,254.51,282.3,83.96
F000298,349.4,8.3,2.1,73.4,1.4,557.28,6.33,7.06,5.65,0.537,8.54,152.06,263.67,14.86,74.19
F000299,433.2,9.3,10.6,47.1,16.7,472.17,73.81,3.31,4.35,0.448,4.96,104.69,721.89,277.0,149.07
F000300,45.8,1.8,0.9,11.7,3.1,811.23,52.59,4.49,1.46,0.072,4.92,168.05,488.3,143.11,187.04
F000301,152.3,2.4,1.5,42.6,0.0,417.3,22.97,5.68,4.13,0.505,12.01,52.76,624.42,11.19,2.03
F000302,820.4,0.0,98.6,0.0,0.0,399.98,31.48,2.85,7.07,0.587,4.96,134.95,545.26,141.41,0.46
F000303,533.2,11.4,58.7,21.0,5.3,245.64,71.22,1.52,4.07,1.399,11.11,13.39,206.44,93.01,58.55
F000304,32.3,1.6,1.0,18.7,3.8,1076.62,45.53,2.24,7.53,1.439,2.29,321.89,80.84,198.8,97.46
F000305,350.5,7.7,2.6,71.4,2.5,875.8,60.31,6.07,1.99,0.2,14.91,249.44,194.68,40.89,26.89
F000306,72.7,2.5,1.2,9.9,3.1,931.09,48.77,2.78,8.14,0.374,11.23,69.42,516.99,63.18,15.65
F000307,91.7,4.7,4.0,40.5,0.0,956.6,73.38,0.13,4.54,0.245,2.45,318.83,241.21,264.32,11.7
F000308,85.1,1.3,0.9,23.7,1.2,431.71,43.33,4.29,9.2,0.231,10.16,251.57,278.19,261.66,12.82
F000309,594.1,19.0,55.4,11.5,6.3,155.99,6.88,0.38,5.31,1.449,0.63,278.76,786.19,165.84,161.47
F000310,335.3,22.3,2.0,53.5,9.2,882.26,71.79,0.88,1.02,0.263,13.58,378.14,601.27,74.93,111.51
F000311,278.1,19.3,1.0,6.3,0.0,234.6,78.09,2.36,4.43,1.357,0.28,200.88,419.67,152.57,116.02
F000312,179.2,16.7,22.7,5.2,0.0,761.59,16.74,7.58,5.98,0.475,3.5,73.99,737.81,142.25,158.96
F000313,356.3,6.9,3.4,70.9,1.6,1037.62,74.31,3.28,0.42,0.887,4.74,265.94,469.44,69.78,48.87
F000314,851.4,0.0,96.5,0.0,0.0,661.47,7.77,1.64,1.07,0.982,11.4,16.18,225.36,160.33,170.2
F000315,332.3,24.1,3.2,55.4,11.9,357.55,0.67,6.11,1.1,0.49,8.34,23.4,254.35,91.68,26.71
F000316,863.8,0.0,92.8,0.0,0.0,1044.26,59.91,6.2,1.19,0.653,1.94,118.48,152.43,183.15,142.97
F000317,85.0,5.5,0.9,17.5,5.3,108.06,69.02,3.57,8.25,0.609,9.14,390.71,229.37,207.2,19.31
F000318,69.6,1.0,0.8,16.8,0.0,652.77,15.08,0.77,3.22,0.07,12.14,108.06,710.17,269.74,109.97
F000319,227.4,6.6,12.0,5.5,0.0,292.88,18.17,6.75,9.93,0.31,13.08,243.77,314.44,236.88,191.95
F000320,318.3,23.4,1.0,50.7,6.1,607.01,12.55,7.2,7.17,0.229,10.1,339.66,587.56,67.14,179.54
F000321,349.5,19.2,3.5,59.3,8.7,1027.56,65.06,1.98,0.75,0.191,9.1,382.61,102.26,275.47,138.96
F000322,140.3,1.9,3.5,41.1,0.0,640.64,61.1,4.89,3.54,1.244,2.08,179.29,253.36,152.17,113.1
F000323,841.2,0.0,95.9,0.0,0.0,1196.42,5.03,3.5,6.19,0.727,8.44,221.3,480.28,92.1,135.94
F000324,543.3,19.2,58.9,16.9,7.8,697.83,64.67,0.85,3.81,1.165,8.01,106.09,259.67,237.7,33.33
F000325,350.1,6.4,4.4,71.4,2.1,303.2,41.61,6.16,0.01,1.316,8.6,75.98,535.92,12.34,96.49
F000326,637.3,10.9,44.3,23.6,10.0,911.73,32.26,4.74,8.69,0.895,9.68,6.91,774.91,107.23,58.56
F000327,179.6,17.4,17.9,0.0,0.0,964.38,2.5,5.05,2.04,0.559,10.32,19.04,224.39,88.69,189.94
F000328,878.7,0.0,91.3,0.0,0.0,388.33,27.54,4.78,8.72,0.205,13.99,307.25,155.55,256.53,24.98
F000329,56.1,0.7,0.5,10.1,4.4,981.34,42.75,2.5,4.89,0.123,2.06,133.21,284.68,30.49,140.3
F000330,162.1,9.0,16.4,7.9,0.0,740.98,44.45,5.7,3.21,0.487,2.71,267.44,144.55,252.51,27.99
F000331,369.9,6.8,9.5,38.1,14.6,439.35,17.19,6.18,2.98,1.311,10.98,341.27,243.68,249.98,168.82
F000332,518.7,14.4,41.7,25.8,9.8,287.58,51.54,7.35,9.8,0.641,0.56,189.77,432.61,52.52,182.72
F000333,161.3,27.5,6.6,0.0,0.0,392.93,18.11,6.5,7.84,0.075,7.68,345.39,291.43,205.67,37.6
F000334,190.7,18.9,9.4,0.0,0.0,952.64,20.96,7.25,0.53,0.881,8.79,11.6,39.18,14.47,119.12
F000335,180.9,0.9,1.5,13.8,0.0,1125.46,62.12,2.38,7.51,1.351,10.05,289.68,470.44,131.41,112.21
F000336,399.0,8.2,10.4,49.8,23.3,757.44,5.92,1.1,5.29,0.281,9.13,343.95,719.98,138.64,185.25
F000337,42.8,0.7,0.1,16.5,2.4,521.3,42.91,6.2,5.78,0.915,14.79,333.72,73.03,283.58,67.31
F000338,531.2,26.5,47.5,22.6,9.6,893.42,43.08,0.17,7.22,1.442,0.18,334.45,261.55,37.96,78.91
F000339,13.4,0.8,0.8,16.9,5.0,1026.7,57.37,0.34,3.28,1.319,4.49,285.85,173.2,20.9,68.65
F000340,29.6,2.4,1.2,3.1,1.0,400.64,25.74,6.99,7.51,1.456,1.36,253.15,240.6,199.7,17.19
F000341,62.8,5.1,1.4,10.5,1.9,33.81,12.67,4.76,9.97,0.975,6.15,137.25,207.01,53.13,16.44
F000342,882.8,0.0,90.4,0.0,0.0,447.97,9.96,1.51,5.6,0.002,7.36,85.6,218.61,145.98,41.71
F000343,355.6,22.0,3.3,50.4,8.5,312.15,60.49,7.34,8.6,0.94,10.38,1.44,147.22,151.7,152.71
F000344,38.6,0.8,0.3,18.6,2.7,663.35,44.8,0.96,1.06,0.576,12.48,108.4,579.47,248.7,40.62
F000345,324.3,23.3,2.8,58.3,5.7,860.95,48.4,4.98,1.13,1.427,2.9,330.36,699.94,290.8,37.26
F000346,170.8,3.2,19.2,2.5,0.0,67.92,55.21,5.52,8.39,0.408,8.48,63.82,303.27,234.23,168.04
F000347,611.7,29.7,57.3,21.5,6.4,212.95,6.25,3.97,2.99,0.216,4.34,106.01,713.16,193.71,42.8
F000348,340.0,10.2,1.7,77.5,1.3,42.18,47.56,6.24,2.36,1.34,6.21,54.22,461.28,58.98,191.69
F000349,569.2,13.8,55.6,23.1,6.2,112.23,16.34,6.5,5.66,1.115,7.09,30.23,317.98,42.76,23.99
F000350,47.1,0.4,1.0,21.9,4.0,351.76,62.92,7.22,1.84,0.216,9.72,6.16,280.43,64.4,117.54
F000351,335.8,7.3,1.5,73.3,2.3,723.21,24.01,4.46,9.71,1.016,4.06,137.98,556.71,175.3,70.15
F000352,348.1,24.2,2.0,55.6,10.5,1089.96,41.1,3.37,2.14,0.569,0.88,3.87,425.16,93.59,51.76
F000353,8.7,2.0,3.7,38.2,0.0,1119.95,61.48,7.54,2.02,0.912,10.96,51.14,165.93,97.81,46.09
F000354,328.4,12.0,1.8,75.8,2.4,891.05,69.3,2.87,3.29,1.318,11.42,0.79,26.29,164.56,75.38
F000355,160.9,15.0,12.9,0.0,0.0,1027.05,7.39,4.54,7.41,0.228,3.53,274.2,169.22,137.02,166.33
F000356,136.7,15.8,18.7,0.0,0.0,979.12,77.8,4.12,6.84,0.374,1.78,38.71,669.68,285.93,16.5
F000357,348.3,22.7,1.3,52.0,10.3,333.28,32.89,3.57,3.75,0.862,8.96,113.35,713.55,82.0,80.88
F000358,102.7,3.0,3.8,48.4,0.0,179.15,71.25,1.13,5.31,0.751,1.05,104.83,266.56,40.78,45.48
F000359,96.5,1.2,0.4,16.9,3.7,1125.92,50.27,6.29,9.75,0.519,0.27,266.22,714.88,34.33,6.34
F000360,80.6,1.6,0.3,24.7,1.5,882.01,74.02,3.42,3.51,0.188,9.82,105.8,430.56,112.28,99.55
F000361,87.8,0.3,0.7,13.0,1.0,599.06,59.48,5.01,2.05,1.098,7.38,59.56,195.55,167.5,84.37
F000362,228.9,11.5,9.4,7.6,0.0,480.23,12.21,1.04,9.84,1.435,9.32,176.77,798.25,255.69,88.4
F000363,145.5,23.5,19.9,0.0,0.0,1168.27,10.04,2.51,2.72,0.314,0.8,290.42,704.18,226.17,109.54
F000364,880.1,0.0,96.4,0.0,0.0,105.53,9.9,5.36,6.12,1.161,8.2,32.12,125.93,74.72,171.43
F000365,649.0,18.1,57.3,10.4,10.9,979.87,79.44,1.45,1.61,1.317,4.67,262.6,230.38,240.64,37.3
F000366,530.4,11.2,54.0,12.1,8.1,993.69,49.83,7.3,0.49,0.134,4.14,375.34,175.79,275.7,94.97
F000367,358.7,24.9,3.9,52.6,9.1,341.87,78.25,3.73,5.24,1.301,13.82,251.47,70.86,287.46,68.15
F000368,349.9,6.3,1.9,70.9,1.8,512.1,44.2,4.1,7.79,0.705,12.52,51.91,170.21,178.72,151.63
F000369,182.1,25.1,15.2,0.0,0.0,439.6,28.15,6.94,5.01,0.022,9.77,267.65,241.6,239.52,26.99
F000370,301.2,23.6,3.7,53.6,8.1,828.11,19.67,6.8,9.14,0.547,11.23,350.99,122.21,96.56,147.16
F000371,870.3,0.0,96.9,0.0,0.0,744.0,69.26,4.62,2.89,1.283,7.55,88.16,18.07,273.86,147.72
F000372,369.5,10.2,2.6,76.4,1.5,1041.28,49.16,2.64,3.1,0.136,0.05,6.83,103.61,228.32,182.42
F000373,615.6,28.1,58.2,16.6,5.7,281.05,29.77,4.5,5.07,0.512,3.89,150.55,751.72,13.68,134.29
F000374,844.2,0.0,90.3,0.0,0.0,244.29,66.15,3.71,3.62,1.208,11.32,192.27,795.98,225.79,96.23
F000375,56.8,0.6,0.3,11.7,4.0,822.3,32.23,1.18,4.51,0.833,12.51,398.81,364.47,128.58,27.22
F000376,38.7,1.2,1.4,9.8,3.5,570.22,4.17,7.17,6.94,1.196,7.76,374.45,794.98,177.4,46.75
F000377,78.3,2.9,0.5,2.2,2.0,787.49,25.73,3.6,7.37,0.75,13.23,199.92,277.81,76.41,87.27
F000378,66.5,1.5,1.0,10.7,1.5,90.01,37.18,2.97,8.87,0.639,1.81,196.73,344.12,17.16,58.91
F000379,44.5,1.8,0.3,7.5,1.7,495.85,76.89,4.55,5.5,0.143,14.69,106.46,546.1,80.59,165.77
F000380,143.7,18.0,6.1,0.0,0.0,1002.16,14.68,7.33,3.77,0.336,1.7,323.34,136.33,83.59,88.72
F000381,65.9,1.7,0.9,4.3,4.5,1189.57,39.46,4.33,0.87,1.342,1.77,155.05,284.97,14.33,194.99
F000382,826.5,0.0,97.5,0.0,0.0,703.66,1.87,5.78,5.06,0.819,4.52,1.12,601.07,298.12,150.71
F000383,332.5,24.4,3.3,51.7,6.1,1148.54,19.78,1.39,9.57,0.367,1.01,61.59,305.65,195.59,66.28
F000384,374.8,10.3,7.5,56.3,15.9,295.55,73.53,4.74,1.32,1.218,0.4,225.73,594.93,299.95,46.1
F000385,38.3,0.7,0.5,10.6,2.9,370.79,29.74,1.28,9.06,0.576,8.93,346.79,516.32,169.91,180.34
F000386,628.2,15.5,46.4,23.4,8.6,1101.37,20.15,0.82,9.06,1.052,13.36,170.29,364.37,229.94,5.29
F000387,172.0,1.8,1.6,13.5,0.0,863.75,11.17,4.66,1.05,0.357,12.62,206.97,358.88,275.2,92.2
F000388,408.2,9.1,12.4,59.1,16.1,651.28,39.41,3.45,6.34,1.244,2.97,83.59,195.24,51.05,117.91
F000389,610.3,20.6,56.6,20.8,11.8,384.77,34.98,6.35,1.35,1.183,0.27,203.17,324.34,37.6,116.9
F000390,320.5,10.6,14.3,42.2,25.1,1186.63,35.78,4.42,1.89,1.141,13.21,258.45,81.61,283.73,158.58
F000391,561.5,10.0,58.4,27.8,10.8,63.14,46.46,3.44,1.85,0.716,4.28,15.74,576.57,184.36,9.98
F000392,65.6,2.8,0.1,11.5,3.3,790.89,25.63,2.25,1.11,1.028,6.27,336.22,384.46,130.78,25.96
F000393,421.5,9.7,7.1,56.0,14.0,492.44,0.99,7.49,6.17,0.425,1.4,174.11,118.4,60.01,19.83
F000394,58.4,1.5,1.5,16.7,5.4,970.62,37.87,6.87,1.0,0.826,0.3,34.62,678.52,185.92,112.93
F000395,247.4,20.5,13.0,5.1,0.0,306.63,45.62,7.98,1.66,1.311,11.59,147.89,188.06,252.62,27.36
F000396,193.9,19.7,15.6,0.0,0.0,321.5,7.31,5.81,2.34,1.17,9.05,334.09,35.68,234.3,95.39
F000397,209.2,16.2,15.8,0.0,0.0,1011.89,77.04,2.81,4.16,1.344,12.74,52.55,702.7,226.51,80.83
F000398,345.1,9.9,10.8,33.3,25.5,369.68,3.28,3.64,8.41,0.843,0.31,390.52,297.04,225.87,85.68
F000399,11.8,2.7,1.1,18.0,1.6,1119.62,14.64,1.47,4.1,1.286,13.67,256.95,623.12,184.29,154.22
F000400,385.9,6.2,10.2,48.5,27.0,907.13,78.99,0.19,8.44,1.198,9.57,339.26,676.64,191.04,114.2
F000401,339.5,7.1,1.2,70.6,2.5,693.46,76.97,7.17,0.15,0.287,12.14,232.54,615.72,152.69,123.14
F000402,188.1,21.1,8.4,4.1,0.0,486.27,23.35,0.24,7.18,0.887,10.3,265.95,778.26,26.13,154.22
F000403,361.0,8.6,1.0,72.1,2.2,194.89,79.95,1.86,9.12,1.114,4.17,314.54,651.26,209.21,156.56
F000404,151.6,24.7,12.9,0.0,0.0,906.73,72.23,0.41,3.8,1.276,13.24,232.37,580.94,42.58,169.98
F000405,194.4,15.5,13.9,0.0,0.0,1039.4,68.72,3.63,4.02,0.793,9.01,165.85,147.34,261.04,59.2
F000406,324.4,8.5,1.0,77.5,2.4,863.08,70.76,3.08,1.1,1.2,6.09,52.97,450.4,159.12,168.13
F000407,140.2,14.5,20.7,5.9,0.0,7.04,14.29,5.89,2.95,0.993,9.87,119.3,529.53,112.18,81.56
F000408,206.4,17.3,11.8,3.1,0.0,905.06,19.38,2.55,8.44,1.337,4.63,140.77,185.62,229.23,51.17
F000409,340.4,8.5,10.2,38.3,24.2,493.34,79.93,7.69,2.31,0.058,6.05,185.44,622.62,291.05,81.55
F000410,644.2,21.3,42.6,17.7,7.8,1159.8,75.89,4.55,4.08,0.284,5.17,244.11,476.11,266.91,120.16
F000411,183.3,2.2,1.5,12.4,0.0,630.23,3.91,7.58,8.07,1.343,12.2,38.26,168.11,158.36,37.92
F000412,233.9,23.8,24.0,4.4,0.0,782.48,18.15,0.27,2.84,1.404,1.06,120.21,23.18,154.98,114.98
F000413,144.5,15.2,13.6,0.0,0.0,851.31,12.11,4.15,2.34,1.247,0.46,373.0,794.73,128.43,188.48
F000414,536.9,28.7,49.0,18.2,5.7,631.43,45.75,7.83,1.53,1.147,13.73,256.78,619.28,254.87,1.35
F000415,36.8,0.4,0.5,10.5,1.7,595.59,77.65,0.5,4.19,1.136,11.43,71.74,45.54,208.5,166.67
F000416,316.5,21.1,3.2,50.0,6.9,517.5,35.51,7.67,4.16,0.193,3.38,394.58,739.17,265.46,138.37
F000417,589.0,11.6,47.0,13.9,6.8,726.02,5.87,6.36,5.09,0.516,8.17,31.62,591.92,28.63,179.04
F000418,824.6,0.0,98.3,0.0,0.0,15.12,24.92,7.14,1.17,0.414,0.28,304.46,487.32,236.54,109.19
F000419,60.3,4.3,0.1,10.0,3.7,181.86,25.74,4.86,3.38,1.456,5.73,276.82,570.34,61.99,40.74
F000420,356.0,9.6,2.9,77.8,2.2,49.23,54.36,0.94,6.99,0.139,12.59,328.93,507.07,293.72,173.13
F000421,117.8,17.5,3.7,7.2,0.0,38.82,79.54,6.39,6.72,0.238,0.27,90.36,724.94,203.44,95.21
F000422,348.6,10.4,3.3,73.4,2.6,964.69,79.82,1.06,4.07,0.372,10.55,230.49,739.05,108.99,195.24
F000423,78.7,0.2,2.0,21.7,0.0,10.04,3.52,5.85,8.87,0.132,9.5,106.39,16.33,163.51,24.14
F000424,225.3,19.9,12.0,5.0,0.0,560.99,47.8,1.85,1.12,0.974,2.8,156.97,49.14,214.98,86.08
F000425,142.2,19.3,8.6,0.0,0.0,616.55,9.95,0.13,5.61,1.078,8.93,139.14,286.81,63.41,177.26
F000426,838.0,0.0,92.3,0.0,0.0,973.94,8.2,3.36,1.4,0.813,0.46,4.19,364.64,192.1,151.55
F000427,325.4,23.7,2.3,50.5,8.7,686.5,29.87,1.43,3.02,0.314,8.86,123.04,458.06,16.98,75.08
